Product Name,Category,Unit Price (MUR),Quantity,Discount %,Sale Amount (MUR),Date of Sale,Time of Sale,Channel,Payment Method,Store Region,Customer Age,Customer ID,Transaction ID
Material Easy,Home & Kitchen,5244.52,1,0.05,4982.3,2025-08-13,13:57:00,Online,Mobile Wallet,South,36,CUST-10452,TX-23726163
Traditional Budget,Clothing,1442.33,2,0.0,2884.67,2025-08-17,15:39:00,In-Store,Mobile Wallet,South,32,CUST-77333,TX-68470607
From Loss,Home & Kitchen,7137.47,3,0.0,21412.41,2025-07-28,17:00:00,In-Store,Cash,North,33,CUST-31448,TX-84884130
Four Office,Clothing,3855.02,3,0.0,11565.06,2025-07-05,13:57:00,Online,Card,East,26,CUST-44280,TX-13095742
Program You,Electronics,10097.49,1,0.2,9289.7,2024-12-15,19:24:00,In-Store,Mobile Wallet,Central,46,CUST-24277,TX-73368952
Executive Me,Sports,8698.22,2,0.2,13917.15,2025-08-18,13:09:00,Online,Card,East,17,CUST-38566,TX-57847837
Support Visit,Sports,6504.64,2,0.05,12358.81,2025-08-07,20:03:00,Online,Card,Central,40,CUST-37085,TX-56747924
They Site,Clothing,2903.78,4,0.2,9292.1,2024-11-16,14:04:00,In-Store,Card,West,47,CUST-88986,TX-19142917
Bring Behind,Sports,3515.9,1,0.0,3515.9,2025-03-20,18:30:00,Online,Mobile Wallet,East,34,CUST-21196,TX-75705482
What Better,Groceries,505.7,2,0.0,1011.4,2025-08-05,20:01:00,In-Store,Cash,East,23,CUST-12278,TX-88280857
Whom Name,Sports,3841.59,4,0.0,15366.37,2025-07-18,20:51:00,Online,Cash,West,44,CUST-74976,TX-82644805
Reveal Effect,Stationery,287.3,1,0.15,244.2,2025-08-11,20:15:00,In-Store,Cash,South,45,CUST-36447,TX-19082689
Us Check,Clothing,4259.25,2,0.0,8518.5,2025-08-18,13:17:00,In-Store,Card,North,30,CUST-34977,TX-40104715
Star Democratic,Electronics,13351.47,3,0.05,38051.69,2025-06-14,12:13:00,In-Store,Card,North,30,CUST-54802,TX-69851174
Appear Nature,Groceries,372.99,2,0.05,708.69,2025-03-01,10:53:00,In-Store,Cash,South,33,CUST-82052,TX-85544271
Almost Him,Electronics,14435.67,2,0.0,28871.35,2025-08-18,18:55:00,In-Store,Card,South,39,CUST-27774,TX-23635118
Within Perform,Groceries,792.71,1,0.05,753.08,2025-08-08,09:44:00,In-Store,Card,East,38,CUST-46136,TX-36122523
Blood Whose,Beauty,1512.62,2,0.0,3025.24,2025-02-11,14:52:00,In-Store,Card,West,30,CUST-13500,TX-87216165
Try Hotel,Beauty,4000.0,3,0.1,10800.0,2025-05-02,19:44:00,Online,Card,West,37,CUST-44977,TX-72088351
Market Idea,Stationery,650.46,1,0.0,780.56,2025-01-26,13:39:00,In-Store,Card,North,28,CUST-78673,TX-73002097
Hit Require,Sports,4210.63,3,0.0,12631.9,2025-04-04,11:48:00,In-Store,Card,East,42,CUST-34286,TX-31031488
Make Simply,Clothing,2861.55,1,0.1,2575.4,2025-04-16,14:35:00,Online,Card,Central,31,CUST-66346,TX-98372859
Agent Decade,Home & Kitchen,2867.0,4,0.0,11467.98,2025-03-27,18:37:00,In-Store,Mobile Wallet,South,25,CUST-26459,TX-45707821
Forget Shake,Groceries,505.87,2,0.0,1011.73,2025-05-27,19:16:00,In-Store,Cash,West,30,CUST-53229,TX-42979330
Ball Visit,Electronics,6613.18,1,0.0,6613.18,2025-07-09,11:35:00,In-Store,Card,Central,32,CUST-29367,TX-79327696
Laugh Might,Groceries,594.6,1,0.0,594.6,2025-03-18,13:46:00,Online,Cash,West,37,CUST-15060,TX-22438910
While Final,Clothing,2562.58,2,0.0,5125.16,2024-10-19,09:24:00,Online,Card,North,34,CUST-45017,TX-85200547
By Beat,Stationery,1200.0,3,0.0,3600.0,2025-07-16,09:51:00,In-Store,Mobile Wallet,East,30,CUST-32488,TX-50936176
From Describe,Electronics,14893.58,3,0.0,44680.73,2024-09-26,19:21:00,In-Store,Card,East,45,CUST-82646,TX-45826382
Pattern Thank,Groceries,241.59,1,0.1,217.43,2025-08-18,12:13:00,In-Store,Card,West,36,CUST-50864,TX-24787949
Market Technology,Home & Kitchen,4791.03,1,0.05,4551.47,2025-08-02,20:16:00,In-Store,Mobile Wallet,East,43,CUST-47785,TX-22721062
Commercial Movie,Groceries,616.09,1,0.1,554.48,2025-06-09,13:33:00,Online,Mobile Wallet,North,24,CUST-63561,TX-94462815
Commercial Probably,Groceries,364.27,1,0.05,346.05,2025-05-27,19:45:00,Online,Card,North,20,CUST-12553,TX-38672717
Reduce College,Sports,3232.03,3,0.2,7756.87,2025-08-14,14:26:00,Online,Card,South,21,CUST-87291,TX-97837433
Mission Only,Beauty,2488.33,2,0.1,4478.99,2024-11-27,20:27:00,In-Store,Cash,North,34,CUST-27884,TX-40198442
Hand Lose,Groceries,320.57,3,0.1,865.54,2025-08-11,08:36:00,In-Store,Card,West,35,CUST-90616,TX-20009668
Cost Week,Home & Kitchen,2597.55,2,0.0,5195.1,2025-08-07,12:56:00,Online,Card,North,45,CUST-72847,TX-92620789
Skin Nearly,Stationery,393.6,1,0.0,393.6,2025-08-06,12:52:00,In-Store,Mobile Wallet,North,42,CUST-20485,TX-36009972
Ten Return,Groceries,302.78,1,0.0,302.78,2024-08-19,13:04:00,In-Store,Cash,West,27,CUST-71892,TX-18786253
Together Shake,Groceries,800.0,2,0.0,1600.0,2024-09-17,20:02:00,In-Store,Mobile Wallet,Central,22,CUST-40283,TX-44573102
Assume Than,Electronics,10345.12,2,0.1,18621.22,2025-06-11,12:39:00,Online,Card,North,23,CUST-69699,TX-49621088
Theory Later,Electronics,8525.12,4,0.1,30690.43,2024-09-28,14:54:00,In-Store,Cash,Central,19,CUST-33737,TX-33420739
Time Seven,Clothing,3767.99,2,0.0,7535.98,2025-08-04,11:41:00,Online,Card,Central,26,CUST-88575,TX-65803699
Agent North,Clothing,3219.47,4,0.0,12877.86,2025-07-01,12:49:00,In-Store,Card,Central,38,CUST-79387,TX-64139374
Maintain Region,Toys,485.3,3,0.05,1590.57,2024-11-24,14:06:00,In-Store,Card,West,34,CUST-10131,TX-63777019
Number Tell,Clothing,1003.51,1,0.1,903.16,2025-07-07,16:55:00,In-Store,Card,West,38,CUST-93197,TX-18400314
Piece Similar,Clothing,2184.97,2,0.0,4369.94,2025-07-16,10:44:00,In-Store,Card,West,31,CUST-95475,TX-79132173
Top He,Electronics,10653.26,2,0.0,24502.5,2024-12-17,17:44:00,In-Store,Card,North,44,CUST-83069,TX-63740888
Why Fear,Sports,8108.33,2,0.0,16216.66,2025-05-14,16:41:00,In-Store,Card,Central,50,CUST-76481,TX-41118417
Deal While,Toys,1565.58,2,0.05,2974.6,2025-03-17,15:24:00,Online,Card,West,24,CUST-35514,TX-51102744
Who You,Groceries,683.44,4,0.0,2733.76,2025-08-02,10:22:00,In-Store,Cash,North,36,CUST-70300,TX-87495706
Growth Hear,Electronics,13579.98,2,0.0,27159.96,2024-10-24,19:47:00,In-Store,Cash,South,32,CUST-40031,TX-56871977
Event Traditional,Groceries,482.52,1,0.0,482.52,2024-10-07,18:10:00,In-Store,Mobile Wallet,Central,17,CUST-41742,TX-75066578
Heavy Finish,Beauty,4000.0,4,0.0,16000.0,2025-06-19,09:35:00,Online,Cash,North,27,CUST-48879,TX-49129560
Front Act,Stationery,512.98,3,0.0,1538.94,2025-06-18,08:23:00,In-Store,Card,West,41,CUST-95115,TX-33623816
Yeah House,Electronics,23502.07,4,0.0,94008.28,2025-06-21,15:55:00,In-Store,Cash,Central,46,CUST-45935,TX-15111879
Staff Manager,Clothing,2630.52,5,0.0,13152.6,2025-05-07,19:16:00,In-Store,Mobile Wallet,West,32,CUST-83950,TX-69768987
Agreement Put,Home & Kitchen,3162.66,2,0.05,6009.06,2024-11-12,14:51:00,Online,Card,East,36,CUST-96006,TX-77762078
Exactly Happen,Electronics,11654.18,3,0.05,33214.41,2025-08-18,17:43:00,Online,Card,Central,29,CUST-14539,TX-89322402
Occur Fear,Clothing,2293.33,5,0.0,11466.64,2025-06-02,16:43:00,In-Store,Card,East,38,CUST-52812,TX-70636274
Ability Capital,Home & Kitchen,6632.77,1,0.0,6632.77,2025-06-29,08:30:00,In-Store,Card,South,24,CUST-78329,TX-88677997
Effort Attack,Stationery,1200.0,1,0.0,1200.0,2025-07-03,19:18:00,In-Store,Card,West,31,CUST-69981,TX-21852716
Base Far,Groceries,218.4,3,0.1,589.69,2025-08-10,15:08:00,In-Store,Cash,Central,16,CUST-70047,TX-73562149
Turn Me,Groceries,636.95,3,0.1,1719.76,2025-05-30,10:14:00,Online,Mobile Wallet,South,39,CUST-36205,TX-80701327
Can Why,Clothing,5038.5,2,0.1,9069.3,2025-08-15,10:10:00,In-Store,Card,East,21,CUST-50160,TX-86240802
Special Much,Electronics,12446.53,2,0.1,22403.76,2024-10-08,20:36:00,Online,Cash,West,38,CUST-37308,TX-12298685
Debate Western,Sports,2867.57,2,0.0,5735.13,2025-06-18,09:55:00,In-Store,Card,Central,16,CUST-38176,TX-75833102
Lot Other,Beauty,712.12,3,0.1,1922.73,2025-08-03,12:54:00,In-Store,Card,South,29,CUST-58112,TX-16934884
Stop Attorney,Beauty,1143.48,3,0.0,3430.45,2024-09-28,20:49:00,In-Store,Card,East,42,CUST-65306,TX-54024599
Star International,Stationery,730.37,2,0.0,1460.74,2024-12-02,15:54:00,In-Store,Cash,Central,35,CUST-16606,TX-85720172
Two Almost,Sports,9000.0,2,0.0,18000.0,2025-02-08,16:35:00,In-Store,Cash,South,42,CUST-65729,TX-38172321
Result Push,Electronics,19114.2,2,0.1,34405.55,2025-08-03,12:07:00,Online,Card,South,28,CUST-77424,TX-59604274
Feeling Notice,Home & Kitchen,4006.81,1,0.1,3606.13,2024-10-17,18:55:00,Online,Card,West,31,CUST-30966,TX-95655216
Pressure Oil,Groceries,286.17,1,0.05,271.86,2025-06-11,12:49:00,Online,Card,Central,33,CUST-61761,TX-53398603
Including That,Groceries,518.97,1,0.05,493.02,2024-09-28,20:22:00,In-Store,Card,North,46,CUST-22500,TX-38343488
Key Blue,Clothing,5909.83,1,0.0,5909.83,2025-07-21,10:04:00,In-Store,Card,Central,21,CUST-23740,TX-83340606
Rock Police,Stationery,659.78,1,0.05,626.79,2025-04-11,18:46:00,Online,Card,South,42,CUST-52095,TX-66376984
If Idea,Home & Kitchen,7197.92,5,0.0,35989.61,2025-07-08,11:54:00,In-Store,Card,Central,19,CUST-21808,TX-31000702
However Agent,Home & Kitchen,2869.77,3,0.0,8609.3,2025-07-28,14:49:00,In-Store,Card,West,16,CUST-79982,TX-56547257
Age Sing,Home & Kitchen,2111.64,2,0.0,4223.27,2025-08-12,16:53:00,In-Store,Mobile Wallet,North,30,CUST-88154,TX-98606376
Beautiful Bad,Electronics,2754.65,5,0.0,13773.25,2025-02-16,12:22:00,In-Store,Cash,Central,41,CUST-19197,TX-78697165
Entire Young,Groceries,250.17,4,0.1,900.63,2025-08-18,16:33:00,In-Store,Card,Central,32,CUST-31120,TX-84153316
Fire Professor,Clothing,1938.99,3,0.0,5816.98,2025-02-05,08:27:00,In-Store,Mobile Wallet,South,28,CUST-66666,TX-77111841
Over On,Electronics,15065.23,2,0.0,30130.45,2024-09-22,10:11:00,In-Store,Cash,West,31,CUST-63735,TX-68520332
Recently Subject,Electronics,17940.92,2,0.0,35881.84,2024-10-12,15:29:00,In-Store,Card,South,26,CUST-77760,TX-15735698
Through While,Electronics,8755.14,4,0.05,33269.54,2025-08-17,12:25:00,In-Store,Card,South,27,CUST-84731,TX-70885332
Quickly Impact,Groceries,188.87,8,0.05,1435.39,2025-07-14,16:35:00,In-Store,Card,West,43,CUST-33077,TX-13376778
Physical Interview,Toys,1521.31,2,0.15,2586.23,2025-07-23,20:44:00,Online,Card,West,38,CUST-14185,TX-41234571
Hear Pressure,Electronics,17273.19,1,0.0,17273.19,2025-07-17,17:03:00,In-Store,Card,West,43,CUST-11451,TX-80534187
Music Learn,Home & Kitchen,8000.0,1,0.0,8000.0,2025-07-24,12:09:00,In-Store,Cash,West,28,CUST-63914,TX-36743597
Be Executive,Sports,7048.69,2,0.05,13392.52,2025-06-06,19:19:00,Online,Card,North,36,CUST-14870,TX-12952060
Live Actually,Beauty,4000.0,3,0.0,12000.0,2025-03-25,15:23:00,In-Store,Card,East,29,CUST-58023,TX-14806028
Pay Old,Groceries,234.46,2,0.15,398.58,2025-07-01,19:13:00,In-Store,Card,South,35,CUST-87564,TX-48242006
Take Week,Beauty,1757.01,2,0.1,3162.62,2025-03-01,20:54:00,Online,Card,East,44,CUST-96506,TX-63710659
Each Leader,Groceries,362.23,2,0.1,652.02,2025-04-20,08:14:00,Online,Card,West,32,CUST-67248,TX-53412480
Color House,Sports,3829.58,3,0.0,11488.75,2025-02-26,16:49:00,In-Store,Mobile Wallet,West,24,CUST-25451,TX-21885955
Office Late,Toys,837.63,1,0.05,795.75,2025-05-14,13:21:00,In-Store,Card,Central,21,CUST-75600,TX-15993897
Political Yes,Electronics,19365.41,2,0.05,36794.28,2025-03-28,14:06:00,In-Store,Card,North,38,CUST-49745,TX-22115538
Cultural Lawyer,Stationery,531.39,4,0.1,1913.02,2024-12-05,08:16:00,Online,Card,East,24,CUST-19024,TX-82945500
Participant Local,Clothing,1036.05,5,0.0,5180.24,2025-08-13,17:57:00,Online,Cash,Central,19,CUST-58042,TX-63316104
Hair View,Electronics,11544.95,2,0.0,26553.39,2024-11-21,12:19:00,In-Store,Card,Central,45,CUST-56129,TX-12571887
Part Raise,Home & Kitchen,2719.35,2,0.0,5438.7,2025-08-15,12:45:00,In-Store,Mobile Wallet,West,32,CUST-84819,TX-49186250
Off Example,Home & Kitchen,4852.62,3,0.05,13829.98,2024-12-21,19:57:00,In-Store,Cash,Central,39,CUST-51525,TX-38148016
Decade Public,Toys,1633.25,1,0.1,1469.92,2025-07-08,08:04:00,In-Store,Card,West,48,CUST-74590,TX-49916464
Manage Win,Groceries,303.53,1,0.0,303.53,2024-09-23,09:26:00,In-Store,Mobile Wallet,South,45,CUST-58052,TX-50863554
Specific Soon,Electronics,9498.16,1,0.0,9498.16,2025-08-03,16:31:00,Online,Card,North,44,CUST-80325,TX-67493513
Town Material,Sports,1587.22,5,0.0,7936.08,2025-08-14,20:09:00,In-Store,Cash,South,32,CUST-55725,TX-16803513
Scientist Issue,Stationery,536.16,3,0.0,1608.49,2025-05-26,08:00:00,In-Store,Card,North,46,CUST-25861,TX-44174209
Hundred Above,Groceries,282.91,1,0.2,226.32,2025-08-18,18:56:00,Online,Mobile Wallet,West,35,CUST-49291,TX-85421554
Rule World,Stationery,1118.84,3,0.0,3356.52,2025-07-17,19:30:00,In-Store,Cash,East,39,CUST-37508,TX-11428829
Rather More,Electronics,15289.88,1,0.0,15289.88,2025-08-18,08:12:00,In-Store,Cash,South,32,CUST-56592,TX-58071039
Girl Fact,Home & Kitchen,1714.43,3,0.0,5143.29,2025-08-01,09:33:00,Online,Cash,South,34,CUST-60236,TX-11154384
Begin Best,Home & Kitchen,3329.51,3,0.0,9988.54,2025-01-13,17:19:00,In-Store,Card,East,16,CUST-60021,TX-37775041
Provide Although,Stationery,1035.56,1,0.0,1035.56,2025-08-10,09:12:00,In-Store,Card,East,36,CUST-16194,TX-56229010
Fish Let,Groceries,800.0,2,0.0,1600.0,2025-02-23,20:36:00,In-Store,Cash,North,31,CUST-10992,TX-70648149
Treatment Whatever,Beauty,2779.83,5,0.05,13204.2,2025-02-15,11:52:00,In-Store,Card,Central,30,CUST-18194,TX-98416489
Determine Consider,Beauty,1972.85,5,0.05,9371.06,2025-08-17,14:31:00,In-Store,Card,Central,28,CUST-55735,TX-43494664
Serious Assume,Groceries,770.69,4,0.25,2312.06,2024-11-16,15:38:00,Online,Cash,East,43,CUST-49300,TX-48939940
Reality Turn,Home & Kitchen,2160.76,3,0.1,5834.06,2025-08-05,11:47:00,Online,Cash,North,28,CUST-92337,TX-76902371
Them Role,Toys,2866.61,3,0.05,8169.84,2025-07-30,16:44:00,In-Store,Mobile Wallet,West,42,CUST-89195,TX-29833063
Fast Although,Stationery,723.07,1,0.15,614.61,2025-07-21,15:28:00,In-Store,Mobile Wallet,North,28,CUST-16570,TX-11835225
Clear Skill,Sports,3326.77,3,0.0,9980.3,2025-08-05,11:07:00,In-Store,Mobile Wallet,West,22,CUST-98661,TX-56862554
Any Image,Stationery,1200.0,3,0.05,3420.0,2024-12-24,17:39:00,Online,Card,East,31,CUST-22392,TX-68955031
Prevent Consumer,Electronics,21082.85,3,0.15,53761.28,2025-08-15,16:39:00,Online,Card,Central,36,CUST-27915,TX-45165708
Something Modern,Toys,1271.49,3,0.0,4386.65,2024-11-03,20:57:00,In-Store,Cash,Central,47,CUST-20668,TX-90313097
Blue Player,Beauty,3484.41,2,0.0,6968.81,2025-04-08,15:22:00,In-Store,Card,North,43,CUST-98447,TX-18707376
Edge Third,Toys,741.81,1,0.05,810.43,2024-11-05,08:33:00,In-Store,Card,West,33,CUST-14545,TX-18128645
Fund Hospital,Beauty,711.24,2,0.1,1280.23,2025-04-26,09:26:00,Online,Card,West,33,CUST-21538,TX-16591560
Involve Company,Sports,4356.4,2,0.15,7405.89,2025-06-16,14:18:00,Online,Card,West,49,CUST-36520,TX-93663308
Enjoy White,Stationery,838.75,3,0.0,2516.25,2024-08-26,18:36:00,In-Store,Mobile Wallet,North,29,CUST-86345,TX-29297039
A Here,Electronics,5991.87,3,0.05,19638.35,2024-11-15,08:13:00,In-Store,Card,South,31,CUST-83757,TX-18135728
Generation Race,Home & Kitchen,3079.87,3,0.0,9239.62,2025-08-15,17:21:00,In-Store,Card,South,26,CUST-73691,TX-17800331
Bill Another,Electronics,14836.34,2,0.0,29672.68,2025-03-01,18:15:00,Online,Card,South,36,CUST-84186,TX-66608654
Modern Catch,Clothing,6000.0,2,0.1,10800.0,2024-10-28,12:23:00,In-Store,Card,Central,21,CUST-21904,TX-34922599
Spend Program,Beauty,2718.84,1,0.05,2582.9,2025-06-21,16:04:00,In-Store,Card,East,44,CUST-78700,TX-93409475
Leader Age,Electronics,17052.33,2,0.05,32399.42,2025-02-08,16:06:00,Online,Card,Central,42,CUST-50594,TX-97617674
Common Seem,Electronics,13643.28,2,0.1,24557.91,2025-03-03,08:14:00,Online,Card,Central,43,CUST-53809,TX-91826567
Product Grow,Toys,1390.91,4,0.0,5563.65,2025-08-03,14:42:00,In-Store,Card,West,40,CUST-63388,TX-15956781
Body Pm,Sports,7793.84,2,0.05,14808.29,2025-07-26,08:23:00,Online,Card,East,35,CUST-30142,TX-65038818
Hair Perhaps,Electronics,14712.12,2,0.05,27953.04,2025-06-04,10:45:00,In-Store,Cash,South,33,CUST-28632,TX-64898586
Different Type,Sports,2768.01,5,0.2,11072.05,2025-01-25,14:45:00,Online,Card,East,32,CUST-54196,TX-90968455
Program Force,Home & Kitchen,6276.67,3,0.0,18830.0,2025-06-01,13:50:00,In-Store,Card,North,33,CUST-17308,TX-68200398
Grow Start,Clothing,6000.0,2,0.0,12000.0,2025-08-04,10:27:00,In-Store,Cash,North,45,CUST-96412,TX-58335222
Front Case,Toys,2360.53,2,0.15,4012.89,2025-08-06,16:10:00,Online,Card,Central,46,CUST-39537,TX-24111661
Kind Develop,Home & Kitchen,4891.16,2,0.1,8804.1,2025-07-17,12:41:00,Online,Card,North,28,CUST-32225,TX-71695878
Knowledge Red,Groceries,491.04,1,0.0,491.04,2025-01-20,13:10:00,Online,Mobile Wallet,South,34,CUST-93767,TX-33249169
Senior Everything,Home & Kitchen,7643.23,2,0.0,15286.46,2025-04-03,11:56:00,Online,Mobile Wallet,West,26,CUST-28180,TX-50175743
Use Head,Electronics,10613.07,2,0.0,21226.13,2025-05-29,12:24:00,In-Store,Card,West,18,CUST-75575,TX-33469370
Actually Hit,Groceries,607.91,1,0.05,577.52,2025-06-23,09:09:00,In-Store,Mobile Wallet,West,55,CUST-81075,TX-24862876
View Also,Groceries,378.15,2,0.1,680.68,2025-04-29,13:49:00,In-Store,Card,North,34,CUST-82586,TX-15436031
Only High,Beauty,3146.9,2,0.0,6293.81,2025-06-17,08:02:00,In-Store,Mobile Wallet,South,49,CUST-97133,TX-42327352
Respond Few,Home & Kitchen,6895.06,3,0.1,18616.65,2025-07-14,15:36:00,Online,Card,North,22,CUST-36643,TX-37064373
Boy Stage,Clothing,3528.65,4,0.0,14114.62,2025-07-04,11:48:00,In-Store,Card,North,34,CUST-57722,TX-53226594
Office Role,Clothing,2984.05,2,0.15,5072.89,2025-08-17,09:00:00,In-Store,Cash,South,48,CUST-19401,TX-60456015
Parent North,Stationery,714.04,1,0.15,606.94,2025-08-02,20:10:00,Online,Card,North,36,CUST-37957,TX-18457663
Black Affect,Electronics,23236.2,4,0.05,88297.54,2025-08-14,13:00:00,In-Store,Card,East,40,CUST-11416,TX-82479261
Catch Fact,Sports,5078.77,2,0.1,9141.78,2024-09-01,12:14:00,In-Store,Card,West,31,CUST-93946,TX-28654321
Research Real,Electronics,13848.37,4,0.0,55393.49,2024-10-07,11:42:00,Online,Mobile Wallet,West,35,CUST-49402,TX-33518940
Medical Impact,Electronics,5168.1,3,0.0,15504.31,2025-01-08,13:45:00,Online,Card,East,18,CUST-71325,TX-53932570
Most Every,Toys,1607.08,2,0.05,3053.46,2024-09-27,18:37:00,Online,Cash,West,16,CUST-96064,TX-52373644
Newspaper Serious,Home & Kitchen,5209.38,1,0.05,4948.91,2025-08-02,10:22:00,In-Store,Cash,North,33,CUST-97173,TX-63690889
Energy Edge,Clothing,2917.32,1,0.0,2917.32,2024-10-19,12:28:00,In-Store,Cash,East,37,CUST-50516,TX-29772574
School Consider,Beauty,4000.0,1,0.05,3800.0,2025-07-11,10:00:00,Online,Card,North,32,CUST-62342,TX-61666089
Drop Though,Clothing,4172.88,2,0.0,8345.77,2025-07-26,17:33:00,In-Store,Card,Central,28,CUST-54392,TX-83687358
Source Hold,Sports,9000.0,5,0.0,45000.0,2025-04-05,09:23:00,Online,Mobile Wallet,Central,29,CUST-81563,TX-91513939
Few Claim,Home & Kitchen,1593.85,1,0.05,1514.15,2025-01-26,16:59:00,Online,Cash,Central,54,CUST-91904,TX-41919864
Community Nothing,Groceries,800.0,1,0.0,800.0,2025-02-01,16:06:00,In-Store,Card,East,39,CUST-19814,TX-77743876
Other His,Electronics,11586.17,2,0.05,22013.72,2025-05-04,19:18:00,In-Store,Card,North,37,CUST-89223,TX-95556317
Reflect Century,Electronics,25000.0,3,0.0,75000.0,2024-09-03,20:04:00,In-Store,Mobile Wallet,West,30,CUST-96584,TX-99289961
Rich Money,Home & Kitchen,4103.76,2,0.15,6976.39,2024-11-05,17:24:00,In-Store,Cash,Central,40,CUST-96286,TX-82683049
Deal Commercial,Clothing,4466.15,2,0.0,8932.3,2025-08-13,17:27:00,Online,Card,South,30,CUST-21845,TX-39019283
Heart She,Home & Kitchen,2892.26,1,0.05,2747.65,2025-06-14,10:28:00,In-Store,Card,North,43,CUST-29019,TX-57852866
